gene,Plate,Row,Column,Phenotypes.GenerationTimeWhen,Phenotypes.Monotonicity,CurvePhaseMetaPhenotypes.InitialLagAlternativeModel,Phenotypes.GenerationTimePopulationSize,CurvePhaseMetaPhenotypes.ModalitiesAlternativeModel,Phenotypes.ResidualGrowthAsPopulationDoublings,CurvePhaseMetaPhenotypes.MajorImpulseAveragePopulationDoublingTime,Phenotypes.ExperimentLowPoint,CurvePhaseMetaPhenotypes.InitialLag,CurvePhaseMetaPhenotypes.FirstMinorImpulseYieldContribution,CurvePhaseMetaPhenotypes.TimeBeforeMajorGrowth,Phenotypes.ResidualGrowth,Phenotypes.ExperimentEndAverage,CurvePhaseMetaPhenotypes.InitialAccelerationAsymptoteIntersect,Phenotypes.ExperimentPopulationDoublings,CurvePhaseMetaPhenotypes.Collapses,CurvePhaseMetaPhenotypes.InitialAccelerationAsymptoteAngle,CurvePhaseMetaPhenotypes.FirstMinorImpulseAveragePopulationDoublingTime,CurvePhaseMetaPhenotypes.MajorImpulseYieldContribution,Phenotypes.ColonySize48h,Phenotypes.ChapmanRichardsParamXtra,Phenotypes.ExperimentLowPointWhen,Phenotypes.GenerationTimeStErrOfEstimate,Phenotypes.GenerationTime,Phenotypes.ExperimentGrowthYield,Phenotypes.InitialValue,Phenotypes.ExperimentBaseLine,Phenotypes.GrowthLag,CurvePhaseMetaPhenotypes.Modalities,CurvePhaseMetaPhenotypes.MajorImpulseFlankAsymmetry,Phenotypes.ChapmanRichardsParam2,Phenotypes.ChapmanRichardsParam3,Phenotypes.ChapmanRichardsParam1,Phenotypes.ChapmanRichardsParam4,CurvePhaseMetaPhenotypes.FinalRetardationAsymptoteAngle,Phenotypes.ChapmanRichardsFit,CurvePhaseMetaPhenotypes.FinalRetardationAsymptoteIntersect,k,kt2,log10n2,kt2b,log10n1,popt0
LB_1TET,0,0,10,7.2053549444444442,0.92361111111111116,4.6762913274116809,5219.2144526340235,1.0,7.5173190836640469,0.56001281923475132,219.53823432417596,UndecidedProblem,UndecidedProblem,UndecidedProblem,950969.63114561629,956188.84559825028,0.57967130131677791,11.998071929500096,0.0,0.95320319126747433,UndecidedProblem,4.7698713296150146,959936.42513541132,7.8437056355400339,1.9240195833333333,0.085636692255114583,0.49880458305197639,955955.08886346396,235.05139177418422,233.75673478633169,0.41082543374091673,1.0,-1.0055032478471708,33.571975178192417,-0.94209290121499323,2.4692424177858689,2.6572989392665489,-0.95844890467773336,0.99903645868414925,0.15889034750942513,1.38932163726,10.0105555285,3.71760514198,4.34674577876,-0.629140636781,0.234887206677
LB_1TET,0,0,11,7.2053549444444442,0.97222222222222221,4.1704954267097598,11782.253859347589,1.0,6.5135198926772713,0.58678348946076109,313.01430494017887,4.1322501809961665,UndecidedProblem,4.1322501809961665,1064666.2062388922,1076448.4600982398,0.61824483765154048,11.742129849499616,0.0,0.91242013461006743,UndecidedProblem,4.5439361444875779,1080328.5178446725,8.3655767020159981,0.71541827777777778,0.085800850504459431,0.51850807030662061,1076134.2212002035,315.12787162699846,314.23889803632676,0.4972132735815733,1.0,-1.0222382612865777,25.323582225415556,-0.97230329440067809,2.4413026535456535,2.364033734141965,-0.93271077196666052,0.99905826977581413,0.15551887966005687,1.33652693118,9.63015093198,4.07122837577,4.1815679253,-0.110339549535,0.775640451455
LB_10TET,0,0,12,7.2053549444444442,0.95138888888888884,4.5209850167900045,8948.0548883837164,1.0,6.8013772627541549,0.60651339022074402,403.55071646946101,4.4767558411897124,UndecidedProblem,4.4767558411897124,989090.24414760224,998038.29903598595,0.61180645806153133,11.253323808948609,0.0,0.88744440479384468,UndecidedProblem,4.3949663481318773,1001707.5542062874,8.7018819132958392,1.2340107222222223,0.080012250818256983,0.53695359376252871,997629.45356616762,409.96694036676888,408.84546981828152,0.43903763726768025,1.0,-1.0496384955825393,-0.90181881920031326,-0.92889642724249555,2.3992453929429653,3.9040691725637888,-0.93149580996095316,0.9989383502921142,0.15822383529927189,1.29061432506,9.29933430841,3.95172863944,4.03792197499,-0.0861933355492,0.819986428434
LB_10TET,0,0,13,7.0219063333333329,0.90972222222222221,4.301233751045709,7574.036306869285,1.0,7.0816537837077735,0.49639708598065252,176.67844286628755,UndecidedProblem,UndecidedProblem,UndecidedProblem,1018355.6350707141,1025929.6713775833,0.50495097076666395,12.122400076213809,0.0,1.0402500357241438,UndecidedProblem,4.9982979269416159,1029457.0031522264,7.568967168613228,2.2653203611111112,0.098467038225094866,0.43835894924907781,1025699.5740641096,235.90481078030103,230.09731347375441,0.40622277644675953,1.0,-0.91483011088658628,18.461112697340145,-0.86666389325971238,2.4978128769591672,2.6360232896476008,-0.95165205553129373,0.99877269664900459,0.14229882067947822,1.58089620661,11.1009050855,3.87932738262,4.82019326336,-0.940865880737,0.114586675455
LB_10TET,0,0,14,7.2053549444444442,0.90972222222222221,4.7018681397325901,9646.1447728447838,1.0,6.7428430197859495,0.62138814920888386,570.4382146934438,UndecidedProblem,UndecidedProblem,UndecidedProblem,1023476.2617460536,1033122.4065188983,0.55773236275797722,10.664875101512214,0.0,0.90559128857681104,UndecidedProblem,4.2980090657596115,1036570.2314121204,9.2286257889349823,2.2653203611111112,0.077288687767786607,0.55295076553091971,1032486.0441715824,641.77284101615498,636.36234731590093,0.39878892996140802,1.0,-1.0062433833934186,33.602228138291864,-0.91620745881090626,2.3579199986832227,2.7500754153796336,-0.91124524218913594,0.99922642276117835,0.15896605999752417,1.25327613813,9.03029941862,3.98435377568,3.9211026568,0.0632511188794,1.15678092571
LB_10TET,0,0,15,7.0219063333333329,0.95138888888888884,3.8950618179574934,12159.186431166592,1.0,6.4806639029962767,0.58848306419334928,316.62248554844558,3.8264496478170131,UndecidedProblem,3.8264496478170131,1073713.0868385588,1085872.2732697253,0.5574877302520318,11.710974468145009,0.0,0.97469942399635701,UndecidedProblem,4.5345752196643865,1089678.49845589,8.3497486433763122,1.2340107222222223,0.082084224061007807,0.52139083968335675,1085548.3634229873,325.48031918195761,323.90984673790769,0.50010938368940439,1.0,-0.91792393272138773,1.9092331740963813,-0.96794419122049147,2.4437891881790468,2.4004532950990329,-0.89469992849600732,0.99908544277767664,0.1540559372111068,1.32913727526,9.33307745099,4.08490451735,4.05257379548,0.0323307218697,1.07728527051
LB_100TET,0,0,16,7.0219063333333329,0.99305555555555558,2.98806190204593,11083.679861688628,2.0,6.4572228967979335,0.67033835496615335,163.65467437767623,UndecidedProblem,2.2976866473849444,UndecidedProblem,962788.03835342254,973871.71821511118,0.66259964404236527,12.538861222784718,0.0,0.75348161905304878,0.72166949873211617,4.1522161611765611,979136.61868262838,7.4395963292211924,0.19815369444444444,0.078117117564573874,0.5461696739612486,973708.06354073354,163.87047632455983,163.65467437767623,0.60295735619634905,2.0,-0.0,-8.1827720348838433,-1.0018729098613959,2.5046858290305933,10.260937318895378,-0.79766529651498308,0.99920991454372121,0.14474555907830663,1.26883646793,8.90965083013,4.04468397324,3.86871508039,0.175968892849,1.49957742163
LB_100TET,0,0,17,7.2053549444444442,0.96527777777777779,4.2732258610296112,12337.896036308772,1.0,6.3536851495874274,0.60233322968776382,405.59126181087345,4.2221932705846381,UndecidedProblem,4.2221932705846381,996661.53054946428,1008999.426585773,0.60060873594071651,11.267974166322803,0.0,0.92386228357196587,UndecidedProblem,4.1351062403394963,1012988.4019807561,8.7297025440700224,0.89409705555555563,0.082156600481033654,0.5362094842661872,1008590.2670238038,410.69659256801197,409.15956196920752,0.48342405444705178,1.0,-0.99722590071755224,23.745675499434647,-0.96127335155831573,2.4023602129592856,2.4237387310719534,-0.92129939787402837,0.99918261661564944,0.15469701964605062,1.29240533846,9.31223919572,4.0912411064,4.04352548663,0.0477156197624,1.11613215429
LB_100TET,0,0,18,7.0219063333333329,0.875,4.6738455420008673,4250.2640652749915,1.0,7.9170696767026367,0.43242402118391543,104.28057505250548,UndecidedProblem,UndecidedProblem,UndecidedProblem,1023035.7221100471,1027285.9861753221,0.47048864438491872,12.180491073758871,0.0,1.076100096007603,UndecidedProblem,5.7302916046627814,1030396.703881994,7.1026204759099301,3.1724448055555552,0.11477992178114914,0.38198650821355462,1027064.6776274382,225.2965205706106,221.30854788392949,0.30502539497417547,1.0,-0.95355276127624233,34.897137487341112,-0.74187793022325799,2.5330483963443751,3.2021176530698403,-1.0261182179576793,0.9974784669381036,0.13561006180674914,1.81420020105,12.7391438817,3.62841591323,5.53154315315,-1.90312723991,0.0124989278207
LB_100TET,0,0,19,7.0219063333333329,0.96527777777777779,3.708143555921251,12124.539718446467,1.0,6.3862683918892262,0.55985049557960165,206.81856576601228,3.635029531165002,UndecidedProblem,3.635029531165002,1002075.4618170032,1014200.0015354496,0.58513614935540681,12.24224967063226,0.0,0.98784665993257714,UndecidedProblem,5.0873083101868488,1017258.4202670121,7.7313163790273602,0.89409705555555563,0.085440570561277213,0.49568116676078494,1013990.6677911638,210.61140909758228,209.33374428589389,0.53198627925050168,1.0,-0.92031987059841547,-6.9149298978698308,-0.89441197826249241,2.4882361824199255,9.3410927303147595,-0.9091349102402263,0.99931742085580222,0.14424035054818604,1.39807611519,9.81715952777,4.08366526055,4.26277009456,-0.179104834008,0.662056671066
LB_1000TET,0,0,20,7.2053549444444442,0.90277777777777779,5.3173863578631151,11509.655232205847,1.0,6.4490786824996036,0.85846651955502284,2477.9975764701744,UndecidedProblem,UndecidedProblem,UndecidedProblem,994097.70300275192,1005607.3582349578,0.62124391466602247,8.5905924612801616,0.0,0.73339773699421063,UndecidedProblem,4.1802685887114759,1009617.8354922518,11.311164206033231,2.4345936388888889,0.04785035555939688,0.81387223349354887,1002998.7886205944,2616.808455263726,2608.5696143633327,0.32446745986085912,1.0,-0.97147881008491599,34.604646856342384,-1.0081591177133009,2.1385141351368979,2.825700502019215,-0.71248036085410593,0.99925359413138271,0.16799721686770924,0.851485001553,6.13525166606,4.06106231468,2.66402590797,1.39703640671,24.9480385646
LB_1000TET,0,0,21,7.2053549444444442,0.9375,3.9809578374903438,8214.2984695141822,2.0,6.7396486170117509,0.64806581024999532,231.23908183051083,UndecidedProblem,2.7112369210899168,11.569899303245451,869608.53441447415,877822.83288398839,0.54929070197218455,11.801512540371691,0.0,0.84917971676112658,0.67936558163396532,3.4632196994064479,878272.46645788744,7.9388009711946808,1.5662752500000001,0.085800225147462508,0.52161927962130361,877576.91075827274,247.97188278090539,245.92212571560313,0.48438172694801057,2.0,UndecidedProblem,23.349063028479385,-0.95964385222387749,2.4623990319903961,2.4572741527282704,-0.85265674767057997,0.99959993849337314,0.20522603753643201,1.32855518781,9.57271169142,3.91457047905,4.15662687426,-0.242056395207,0.572721655522
LB_1000TET,0,0,22,8.4996074166666666,1.0,5.0928642277700638,24067.246758684771,1.0,5.3994673762914864,0.81487977952718982,1326.614837713596,UndecidedProblem,UndecidedProblem,UndecidedProblem,991779.16673322127,1015846.413491906,0.72680100691912564,9.5807170141105811,0.0,0.7030199471733386,UndecidedProblem,4.6183372622048395,1018941.7076407304,10.497408677865305,0.19815369444444444,0.0019693959105486539,0.78785957046146737,1014519.7986541925,1325.8429093694958,1326.6148377135962,0.59842027132126252,1.0,-1.0696890902516436,-8.2704569258588272,-1.0137338646642844,2.2366960871386636,11.086545778301311,-0.7520127677206071,0.99935092235457457,0.1702068830668719,0.879598377658,7.47624089443,4.38142641076,3.24630520818,1.13512120259,13.649640166
LB_1000TET,0,0,23,8.8704744166666671,1.0,5.733817359553254,31554.74125572413,1.0,5.0923796728550261,0.80765192835927468,2132.2869241222352,UndecidedProblem,UndecidedProblem,UndecidedProblem,1044969.1045507262,1076523.8458064504,0.80404625063684942,8.9797629786570283,0.0,0.74936681189321608,UndecidedProblem,4.2656663726288855,1080479.8011252591,11.114525836162857,0.19815369444444444,0.0018677903904533292,0.77579414774324784,1074391.5588823282,2130.0918475118501,2132.2869241222356,0.55226372294019688,1.0,-1.0151661843847286,28.744795665126798,-0.98371586262594901,2.1740545017242301,3.0533506950777194,-0.76073184713418485,0.99930457293217245,0.1702872149689196,0.893278200172,7.92380142159,4.49906462337,3.44064325731,1.05842136606,11.4398772912
LB_1000TET_2Xdil,0,0,24,9.7935207222222225,0.89583333333333337,6.9539152927551431,76035.080244018754,1.0,3.7757747563255002,1.0982927580423529,12610.271648627247,7.0430719272897129,UndecidedProblem,7.0430719272897129,965407.82839839812,1041442.9086424169,0.56505030100105924,6.3348959062689474,0.0,0.64510710992645637,UndecidedProblem,2.935473958479708,1045121.5878994955,13.645122454343436,4.9919036388888891,0.0024146016139821348,1.0534476576426741,1028541.3619069573,12866.887425807874,12901.546735459613,0.49445930185102738,1.0,-0.925769820244155,30.685182766778059,-0.96119276226849271,1.8274953006393369,3.5923422287996822,-0.59722069319484183,0.99893705284148449,0.18391480650071221,0.657839993257,6.44256960587,4.88101400861,2.79746834818,2.08354566043,121.212012078
LB_1000TET_2Xdil,0,0,25,7.2053549444444442,0.875,5.4737763448866632,3732.4574880178675,1.0,8.0282329874033103,0.61308755110046842,519.86265426772673,UndecidedProblem,UndecidedProblem,UndecidedProblem,970659.77056025306,974392.22804827092,0.58820334771892202,10.602290370012662,0.0,0.85464742743281619,UndecidedProblem,5.2393426667124032,978045.90543494537,9.1142343729535114,3.1724448055555552,0.068505446723135507,0.57312718995218204,973765.43180164404,630.24079381660692,626.79624662692197,0.27895954217999974,1.0,-1.0533762428425235,22.967409311202978,-0.87559390421013983,2.3613057042140668,3.2359050413798234,-0.90026529606420824,0.99939801534073458,0.15715602298155781,1.20915568507,8.71239589404,3.57199486989,3.78306378378,-0.211068913883,0.61507926414
LB_1000TET_2Xdil,0,0,26,7.2053549444444442,0.90972222222222221,5.3899459080350454,6419.6970506833668,1.0,7.2831143929132125,0.74074112319663832,1159.1456575474842,5.3562958565492638,UndecidedProblem,5.3562958565492638,993466.165846052,999885.86289673531,0.64155431808624974,9.7288728746168456,0.0,0.78469688320777353,UndecidedProblem,4.836339947205591,1002728.0116268037,10.207286346911017,2.2653203611111112,0.054518115015830482,0.70971159805400508,998707.53036276239,1179.9416465828072,1178.3325339729097,0.32325426570334803,1.0,-1.0111451286142685,-3.2886479043442152,-0.93679872958847399,2.2630910224290615,6.4111490945737595,-0.79344243089433975,0.99965634775660406,0.1667089842300454,0.976452973152,7.03569025812,3.80751453394,3.05501096748,0.752503566454,5.65592401751
LB_1000TET_2Xdil,0,0,27,8.8704744166666671,1.0,5.357178511371508,32132.80201822344,1.0,5.0871810580658288,0.79467403306139273,1489.3809197578983,UndecidedProblem,UndecidedProblem,UndecidedProblem,1060169.1003941621,1092301.9024123854,0.76139987393126385,9.5184431633315008,0.0,0.7200053584958358,UndecidedProblem,4.5343538932566751,1095633.8939987693,10.676726489640975,0.19815369444444444,0.0016945358500300555,0.76748364386068579,1090812.5214926274,1487.985449179165,1489.3809197578983,0.61610578793454174,1.0,-1.075860758318586,-7.3463229454298844,-0.98315318738611668,2.2274831387118881,10.330203071467352,-0.77462551098477517,0.99929613549284146,0.1680112834808804,0.902950838814,8.00960231521,4.50694859819,3.4778993987,1.02904919949,10.6917599506
LB_100TET_2Xdil,0,0,28,7.2053549444444442,0.89583333333333337,5.0860168063932507,8380.2535165096451,1.0,7.0011821203209426,0.70033160383410653,1010.407156066128,UndecidedProblem,UndecidedProblem,UndecidedProblem,1065171.4867498374,1073551.7402663471,0.58100810012593573,9.888164477556435,0.0,0.81622432801469658,UndecidedProblem,4.331237615363392,1077805.4296484166,10.038493710194142,2.607411805555556,0.064128217160294862,0.63380882535632432,1072418.8473260347,1140.7696981267616,1132.8929403123504,0.33923848840637993,1.0,-1.0401790332726355,30.079580886849371,-0.96124167234772229,2.286346372535434,2.8327570387909367,-0.84901943244793354,0.99947558085436849,0.16836725541057271,1.09338963466,7.87826041029,3.92325715695,3.42086861064,0.502388546318,3.17971756765
LB_100TET_2Xdil,0,0,29,7.2053549444444442,0.98611111111111116,4.7562619434951436,16995.931046597379,1.0,6.0434752751059637,0.83794897677904956,2205.2606055865772,4.7540844148337866,UndecidedProblem,4.7540844148337866,1104021.3211175469,1121017.2521641443,0.6412250961984205,8.9893308938368435,0.0,0.71781659250771557,UndecidedProblem,3.6302902368116818,1123811.0188413234,11.154045186601243,0.3681773888888889,0.053646189233032666,0.76019927852049241,1118811.5134980811,2206.5891217901176,2205.7386660632546,0.41162701445479333,1.0,-1.0867103054449134,-6.2829001831320488,-1.0172979757853855,2.1780179330687677,8.9102761375403308,-0.7800586884974865,0.99940371708752407,0.18108942533216024,0.911603075116,6.56842372466,4.23034496047,2.85211625039,1.37822871007,23.8906909377
LB_100TET_2Xdil,0,0,30,7.2053549444444442,0.99305555555555558,4.9539764134088973,17170.134992471802,1.0,5.9875755449234305,0.84196737990718218,2664.5381392690001,4.9659294565500041,UndecidedProblem,4.9659294565500041,1072295.535359452,1089465.6703519239,0.66218540166310325,8.6755195382579284,0.0,0.68516649610277747,UndecidedProblem,3.8139040789906726,1092953.2644514558,11.438120740605035,0.19815369444444444,0.051972901279595737,0.7709884188179067,1086801.1322126549,2664.7121408709054,2664.5381392690001,0.38131072062387678,1.0,-1.1190953946359885,-7.7083409736958002,-0.9647561027010948,2.1387533015451403,10.537443909372378,-0.76676667034749524,0.99941317795849194,0.16495845907305137,0.898846186383,6.47650581335,4.23477370962,2.81220400059,1.42256970903,26.4587735301
LB_100TET_2Xdil,0,0,31,7.2053549444444442,0.9375,4.737456958258182,14535.922774787776,1.0,6.240704446238647,0.73736619829564731,1395.2472762127009,UndecidedProblem,UndecidedProblem,UndecidedProblem,1084677.0352684057,1099212.9580431934,0.60698836236959908,9.5838130119296014,0.0,0.79423380757197315,UndecidedProblem,3.8628708008792572,1102328.8338756764,10.486883559019889,1.7553864444444445,0.064017774075150288,0.65633380136648278,1097780.5503330841,1436.7874212083223,1432.4077101093335,0.40341712026881377,1.0,-1.0499864416936058,27.828040881736008,-0.9949234024659801,2.2432028851147838,2.5770419825597748,-0.83393472948526015,0.99928666137754307,0.17176173172457915,1.05586516885,7.60788331502,4.16244260702,3.30346648503,0.858976121995,7.22730065988
